"","schoolcode","choicepgm","district","latitude","longtitude","cutoff","quality","size"
"334714",9100101,"Electrical Installation Works","Wa Municipal",10.0306215286255,-2.28503036499023,188,237.130434782609,23
"334747",9100101,"Mech. Eng. Craft Pract.","Wa Municipal",10.0306215286255,-2.28503036499023,199,229.8,5
"334757",80601,"General Arts","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,226,245.41,100
"334796",80601,"Technical","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,200,228.933333333333,15
"334825",80601,"General Science","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,199,231.02380952381,42
"334829",80601,"Home Economics","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,200,225.5,40
"335001",61002,"General Arts","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,212,244.829787234043,47
"335014",61002,"Agriculture","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,227,244.533333333333,15
"335028",61002,"Technical","Dormaa (Dormaa Ahenkro)",7.22284889221191,-2.75384044647217,221,247.066666666667,15
"335075",60601,"General Science","Wenchi",7.67761468887329,-1.94484198093414,297,320.466666666667,45
"335076",60601,"Business","Wenchi",7.67761468887329,-1.94484198093414,257,283.688888888889,135
"335078",60601,"Visual Arts","Wenchi",7.67761468887329,-1.94484198093414,239,264.555555555556,45
"335080",60601,"Agriculture","Wenchi",7.67761468887329,-1.94484198093414,292,311.711111111111,45
"335098",60601,"General Arts","Wenchi",7.67761468887329,-1.94484198093414,292,312.740740740741,135
"335100",60601,"Home Economics","Wenchi",7.67761468887329,-1.94484198093414,257,281.6,45
"335527",30107,"General Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,417,429.04,125
"335528",30107,"General Science","Cape Coast Municipal",5.15365600585938,-1.3065938949585,433,444.976923076923,130
"335532",30107,"Visual Arts","Cape Coast Municipal",5.15365600585938,-1.3065938949585,394,411.725,40
"335534",30107,"Business","Cape Coast Municipal",5.15365600585938,-1.3065938949585,424,434.533333333333,45
"335561",30107,"Home Economics","Cape Coast Municipal",5.15365600585938,-1.3065938949585,403,416.8,40
"335928",10103,"General Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,349,362.581196581197,117
"335930",10103,"General Science","Accra Metropolitan",5.6073956489563,-0.197115257382393,335,353.5625,80
"335934",10103,"Business","Accra Metropolitan",5.6073956489563,-0.197115257382393,341,357.966386554622,119
"335941",10103,"Agriculture","Accra Metropolitan",5.6073956489563,-0.197115257382393,316,333.131578947368,38
"335963",10103,"Home Economics","Accra Metropolitan",5.6073956489563,-0.197115257382393,320,336.040816326531,49
"335973",10103,"Visual Arts","Accra Metropolitan",5.6073956489563,-0.197115257382393,343,357.95,40
"336418",50307,"General Arts","Amansie East (Bekwai)",6.38336086273193,-1.37072885036469,272,300.5,120
"336431",50307,"Home Economics","Amansie East (Bekwai)",6.38336086273193,-1.37072885036469,257,278.883333333333,60
"336441",50307,"Visual Arts","Amansie East (Bekwai)",6.38336086273193,-1.37072885036469,228,263.866666666667,60
"336448",50307,"Business","Amansie East (Bekwai)",6.38336086273193,-1.37072885036469,276,302.45,60
"336715",10502,"Business","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,303,326.696202531646,79
"336718",10502,"Visual Arts","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,282,306.608333333333,120
"336733",10502,"General Arts","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,306,328.5625,160
"336734",10502,"General Science","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,297,328,40
"336753",10502,"Agriculture","Ga West (Amasaman)",5.6646876335144,-0.397510528564453,279,306.410256410256,39
"337257",30601,"Agriculture","Awutu/Efutu/Senya (Winneba)",5.54489612579346,-0.508638918399811,330,348.128205128205,39
"337270",30601,"Business","Awutu/Efutu/Senya (Winneba)",5.54489612579346,-0.508638918399811,351,363.0875,80
"337277",30601,"General Science","Awutu/Efutu/Senya (Winneba)",5.54489612579346,-0.508638918399811,342,360.641025641026,78
"337284",30601,"Visual Arts","Awutu/Efutu/Senya (Winneba)",5.54489612579346,-0.508638918399811,334,354.45,40
"337296",30601,"General Arts","Awutu/Efutu/Senya (Winneba)",5.54489612579346,-0.508638918399811,356,368.341772151899,79
"337352",30601,"Home Economics","Awutu/Efutu/Senya (Winneba)",5.54489612579346,-0.508638918399811,330,345.461538461538,39
"337662",71102,"General Arts","Akatsi",6.20688915252686,0.842700481414795,229,254.7375,80
"337663",71102,"Business","Akatsi",6.20688915252686,0.842700481414795,214,239.1,40
"337664",71102,"Visual Arts","Akatsi",6.20688915252686,0.842700481414795,220,239.266666666667,15
"337804",70403,"General Arts","Ketu (Denu)",6.11122751235962,1.03270864486694,205,248.333333333333,9
"337808",70403,"Business","Ketu (Denu)",6.11122751235962,1.03270864486694,215,250.166666666667,6
"337813",70403,"Agriculture","Ketu (Denu)",6.11122751235962,1.03270864486694,221,228.333333333333,6
"337826",80402,"General Arts","Nanumba North (Bimbilla)",8.81677436828613,-0.141764163970947,203,228.563636363636,55
"337835",80402,"Business","Nanumba North (Bimbilla)",8.81677436828613,-0.141764163970947,212,243,16
"337837",80402,"Agriculture","Nanumba North (Bimbilla)",8.81677436828613,-0.141764163970947,209,242.785714285714,14
"337981",50201,"General Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,376,394.36875,160
"337982",50201,"Home Economics","Kumasi Metro",6.68205976486206,-1.59718716144562,375,390.65,40
"337984",50201,"Business","Kumasi Metro",6.68205976486206,-1.59718716144562,352,377.733333333333,120
"337985",50201,"Visual Arts","Kumasi Metro",6.68205976486206,-1.59718716144562,355,376.692307692308,39
"337986",50201,"General Science","Kumasi Metro",6.68205976486206,-1.59718716144562,366,392,120
"338006",50201,"Agriculture","Kumasi Metro",6.68205976486206,-1.59718716144562,346,367.85,20
"338492",60204,"General Arts","Tano North",7.17709350585938,-2.17906522750854,205,252.616438356164,73
"338518",60204,"Agriculture","Tano North",7.17709350585938,-2.17906522750854,208,243.75,28
"338527",60204,"Business","Tano North",7.17709350585938,-2.17906522750854,218,253.666666666667,21
"338590",60204,"Home Economics","Tano North",7.17709350585938,-2.17906522750854,213,245.866666666667,15
"338618",60204,"Visual Arts","Tano North",7.17709350585938,-2.17906522750854,208,246,9
"338660",60401,"General Arts","Atebubu",7.67559051513672,-1.0652015209198,214,247.645833333333,48
"338677",60401,"Home Economics","Atebubu",7.67559051513672,-1.0652015209198,208,237,7
"338682",60401,"Technical","Atebubu",7.67559051513672,-1.0652015209198,225,258,3
"338724",80801,"General Arts","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,246,268.91,200
"338731",80801,"General Science","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,224,251.8,50
"338734",80801,"Business","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,231,258.69,100
"338742",80801,"Home Economics","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,211,234.242857142857,70
"339189",21401,"Home Economics","Yilo Krobo (Somanya)",6.18635511398315,-0.181593209505081,229,250.142857142857,49
"339190",21401,"Visual Arts","Yilo Krobo (Somanya)",6.18635511398315,-0.181593209505081,231,259.54,50
"339191",21401,"Business","Yilo Krobo (Somanya)",6.18635511398315,-0.181593209505081,255,281.184615384615,130
"339194",21401,"General Arts","Yilo Krobo (Somanya)",6.18635511398315,-0.181593209505081,259,280.68,100
"339202",21401,"General Science","Yilo Krobo (Somanya)",6.18635511398315,-0.181593209505081,242,281.066666666667,45
"339569",81101,"Agriculture","Zabzugu Tatale (Zabzugu)",9.13971710205078,0.371232807636261,204,229.4,10
"339571",81101,"General Arts","Zabzugu Tatale (Zabzugu)",9.13971710205078,0.371232807636261,203,232.222222222222,36
"339601",81101,"Home Economics","Zabzugu Tatale (Zabzugu)",9.13971710205078,0.371232807636261,217,231,5
"339625",90402,"Technical","Bolgatanga",10.7424564361572,-0.880232632160187,201,237.6625,80
"339635",90402,"General Science","Bolgatanga",10.7424564361572,-0.880232632160187,246,264.766666666667,30
"339651",90402,"General Arts","Bolgatanga",10.7424564361572,-0.880232632160187,258,273.1875,80
"339653",90402,"Home Economics","Bolgatanga",10.7424564361572,-0.880232632160187,220,239.62,50
"339859",90201,"General Arts","Bawku West (Zebilla)",10.8185272216797,-0.478857457637787,252,265.9375,80
"339883",90201,"Home Economics","Bawku West (Zebilla)",10.8185272216797,-0.478857457637787,209,235.8,45
"339895",90201,"General Science","Bawku West (Zebilla)",10.8185272216797,-0.478857457637787,234,255.125,40
"339946",90201,"Technical","Bawku West (Zebilla)",10.8185272216797,-0.478857457637787,206,232.64,25
"340090",70505,"Agriculture","Keta",5.90746402740479,0.853055775165558,228,253.15,40
"340091",70505,"Home Economics","Keta",5.90746402740479,0.853055775165558,233,257.325,40
"340105",70505,"Visual Arts","Keta",5.90746402740479,0.853055775165558,190,246.967741935484,31
"340110",70505,"General Arts","Keta",5.90746402740479,0.853055775165558,237,264.133333333333,120
"340129",70505,"Business","Keta",5.90746402740479,0.853055775165558,198,250.343434343434,99
"340134",70505,"General Science","Keta",5.90746402740479,0.853055775165558,224,264.25,40
"340577",90405,"General Arts","Bolgatanga",10.7424564361572,-0.880232632160187,234,257.385714285714,140
"340579",90405,"Agriculture","Bolgatanga",10.7424564361572,-0.880232632160187,239,256.285714285714,70
"340671",90405,"Home Economics","Bolgatanga",10.7424564361572,-0.880232632160187,208,236.175,40
"188187",40110,"Home Economics","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,231,246.7,50
"188867",20802,"Home Economics","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,216,225,3
"191002",50707,"Visual Arts","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,211,262.75,44
"191953",71007,"Technical","Hohoe",7.03059482574463,0.466238558292389,259,294,2
"195069",21306,"Business","East Akim (Kibi)",6.17855787277222,-0.454344213008881,226,261.708333333333,24
"195101",21306,"Visual Arts","East Akim (Kibi)",6.17855787277222,-0.454344213008881,208,246.333333333333,24
"196412",51205,"Technical","Adansi West (Obuasi)",5.98641157150269,-1.65927422046661,213,247.321428571429,28
"197417",21504,"Technical","Manya Krobo (Odumase-Krobo)",6.41491651535034,-0.127511590719223,249,268.5,4
"201622",9070501,"Secretarial","Keta",5.90746402740479,0.853055775165558,234,234,1
"201756",70507,"Visual Arts","Keta",5.90746402740479,0.853055775165558,218,239.666666666667,3
"203465",20805,"Visual Arts","Asuogyaman (Senchi Ferry)",6.1892294883728,0.0883282497525215,205,230.375,8
"213804",40906,"Agriculture","Mpohor-Wassa East (Daboase)",5.3307957649231,-1.69756937026978,207,232.2,10
"217874",9090401,"Catering","Bolgatanga",10.7424564361572,-0.880232632160187,212,230.95,20
"220654",60704,"Business","Techiman",7.67761468887329,-1.94484198093414,206,241,24
"222150",80901,"Agriculture","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,211,227.666666666667,6
"224133",9070901,"Catering","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,232,257.666666666667,6
"224211",70902,"Technical","South Tongu (Sogakope)",5.96053743362427,0.645589470863342,219,237.666666666667,6
"224452",9080103,"Secretarial","Tamale",9.38335132598877,-0.784348249435425,209,209,1
"224467",9080103,"Mech. Eng. Craft Pract.","Tamale",9.38335132598877,-0.784348249435425,229,229,1
"225330",80802,"Home Economics","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,208,224,11
"225377",80802,"Technical","East Dagomba (Yendi)",9.35213088989258,-0.200845062732697,210,227.222222222222,9
"229635",70109,"General Science","Ho Municipal",6.71760702133179,0.526142239570618,228,244.6,5
"229642",70109,"Agriculture","Ho Municipal",6.71760702133179,0.526142239570618,219,242.333333333333,6
"232183",30110,"Home Economics","Cape Coast Municipal",5.15365600585938,-1.3065938949585,244,260.44,25
"238656",50706,"Visual Arts","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,214,247.75,20
"238719",50706,"Technical","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,216,244.571428571429,14
"238793",61204,"Technical","Asutifi (Kenyasi)",7.02809381484985,-2.51506805419922,215,240,5
"238949",20406,"Business","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,246,272,5
"242883",71010,"Home Economics","Hohoe",7.03059482574463,0.466238558292389,216,223.5,2
"246079",61102,"Home Economics","Sene (Kwame Danso)",7.72152233123779,-0.348857820034027,279,279,1
"250143",50705,"Visual Arts","Kwabre (Mamponteng)",6.80677843093872,-1.54142010211945,227,245,8
"251963",9020101,"Mech. Eng. Craft Pract.","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,290,290,1
"254666",20203,"Visual Arts","Suhum/Kraboa/Coaltar",5.94451522827148,-0.474989742040634,217,244.136363636364,22
"255048",9051801,"Block Laying & Concreting","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,240,288.25,4
"255050",9051801,"Carpentry & Joinery","Sekyere East (Effiduase)",7.21082878112793,-0.844235956668854,213,243,2
"258142",9050101,"Fashion Design","Kumasi Metro",6.68205976486206,-1.59718716144562,237,237,1
"262479",51402,"Technical","Ahafo Ano North (Tepa)",6.90082979202271,-2.20757961273193,212,244.260869565217,23
"262536",51402,"Home Economics","Ahafo Ano North (Tepa)",6.90082979202271,-2.20757961273193,225,243.8,15
"262945",20408,"Home Economics","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,247,261,3
"263610",20409,"Home Economics","Akwapim North (Akropong)",5.97642612457275,-0.166071146726608,222,242,9
"266669",60605,"General Arts","Wenchi",7.67761468887329,-1.94484198093414,216,257.947368421053,19
"266680",60605,"Agriculture","Wenchi",7.67761468887329,-1.94484198093414,222,247.6,10
"269885",50205,"General Arts","Atwima / Nwabiagya (Nkawie)",6.68133735656738,-1.80875706672668,209,267.968253968254,63
"271408",80503,"General Arts","East Mamprusi (Gambaga)",10.4712734222412,-0.41415736079216,210,227.5625,16
"272438",41001,"Home Economics","Aowin Suaman (Enchi)",5.78654623031616,-2.78972434997559,208,233.1875,16
"272501",41001,"General Science","Aowin Suaman (Enchi)",5.78654623031616,-2.78972434997559,233,264.272727272727,11
"273168",80202,"Home Economics","West Gonja (Damongo)",9.50565147399902,-1.70040583610535,218,230.75,8
"277216",71103,"Visual Arts","Akatsi",6.20688915252686,0.842700481414795,213,250.777777777778,9
"287495",71104,"Business","Akatsi",6.20688915252686,0.842700481414795,215,225,2
"292905",51004,"General Science","Asante Akim North (Konongo)",6.83400392532349,-1.01796305179596,221,233.5,4
"293325",20106,"General Science","New Juaben (Koforidua)",6.1126127243042,-0.297512322664261,250,272,2
"300553",40905,"General Arts","Wassa West (Tarkwa)",5.27604913711548,-1.98885321617126,206,234.5,6
"302429",80902,"Home Economics","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,214,219,3
"306060",40602,"Home Economics","Sefwi Wiawso",6.25838994979858,-2.63786101341248,203,236.166666666667,36
"306664",50902,"Agriculture","Ejura/Sekyedumase (Ejura)",7.46287393569946,-1.36796534061432,217,260.916666666667,12
"309500",90506,"Agriculture","Kassena/Nankani (Navrongo)",10.9094228744507,-1.21744096279144,204,231.285714285714,7
"310063",70119,"Agriculture","Ho Municipal",6.71760702133179,0.526142239570618,214,253.5,4
"314729",9080901,"Electrical Installation Works","Saboba/Chereponi (Saboba)",9.91628551483154,0.166294068098068,225,236,5
"327755",9010201,"Motor Vehicle Mech.","Tema",5.69031476974487,-0.0500882156193256,210,240.571428571429,7
"330747",80702,"Technical","Bole",8.62969589233398,-2.26667523384094,202,237.25,8
"333319",71009,"Business","Hohoe",7.03059482574463,0.466238558292389,225,244,4
"334712",9100101,"Block Laying & Concreting","Wa Municipal",10.0306215286255,-2.28503036499023,185,229.285714285714,7
"334719",9100101,"Carpentry & Joinery","Wa Municipal",10.0306215286255,-2.28503036499023,232,243.8,5
"337946",80602,"General Arts","West Mamprusi (Walewale)",10.3346328735352,-1.11731052398682,212,219.6,10
"180448",9021002,"Fashion Design","Kwahu South (Mpraeso)",6.61922645568848,-0.635528683662415,243,243,1
"181839",30402,"Agriculture","Abura/Asebu/Kwamankese (Abura Dunkwa)",5.13000059127808,-1.19708836078644,220,220,1
"188351",40110,"Visual Arts","Shama/Ahanta/East (Sekondi/Takoradi)",5.0811014175415,-1.62365472316742,216,240.571428571429,14
"195008",21306,"Home Economics","East Akim (Kibi)",6.17855787277222,-0.454344213008881,313,313,1
